,URL,title,word_counts,average number of words per sentence,chara_count,average word length,syllable count,complex_count,sentence length,Average Sentence Length,Percentage of Complex words,Fog Index,subjectivity,PERSONAL PRONOUNS,positive_score,negative_score,polarity_score
0,https://insights.blackcoffer.com/ai-in-healthcare-to-improve-patient-outcomes/,AI in healthcare to Improve Patient Outcomes,1171,15.207792207792208,8253,7.047822374039282,3174,940,77.0,15.207792207792208,0.802732707087959,6.4042099659520675,0.46336424033482865,"[anything, it, us, it, our, our, it, that, It, who, that, them, that, that, they, its, which, that, that, which, that, this, which, their, which, which, it, that, which, they, that, that, that, it, which, its, that, that, It, it, which, it, they, their, it, that, it, that, those, who, it, that, our, These, It, everything, their, they, These, This, that, it, it, it, All, these]",0.145,0.044,0.13693643937761585
1,https://insights.blackcoffer.com/what-if-the-creation-is-taking-over-the-creator/,What if the Creation is Taking Over the Creator?,763,9.5375,4888,6.406290956749673,1892,549,80.0,9.5375,0.7195281782437746,4.10281127129751,0.43359613375130607,"[itself, anything, it, It, something, it, this, what, them, what, there, something, that, their, them, their, themselves, it, their, its, themselves, it, this, another, who, himself, him, It, Something, that, his, something, that, him, it, it, it, it, that, its, it, This, they, it, it, their, it, it, it, that, There, it, Nobody, it, that, we, it, their, it, their, us, that, us, our, that, they, what, it, it, it, that, it, its, one, it, It, there, ourselves, it, They, that, their, their, They, their, it, it, its, it, it, their, it, who, there, something, that, us, who, who, who, who, there, nothing, we, ’s, our, ourselves, this, all, we]",0.149,0.084,0.07469251007613077
2,https://insights.blackcoffer.com/what-jobs-will-robots-take-from-humans-in-the-future/,What Jobs Will Robots Take From Humans in The Future?,1005,11.823529411764707,7244,7.207960199004975,2828,825,85.0,11.823529411764707,0.8208955223880597,5.057769973661107,0.4832005722587915,"[their, that, This, which, that, which, them, It, Its, which, which, which, you, your, they, them, There, which, which, it, it, its, they, their, which, There, which, it, it, their, it, which, It, which, which, that, its, It, it, We, them, their, It, all, which, This, which, that, It, its, There, which, it, these, There, they, their, It, This, You, There, which, the, everything, which, it, it, it, us, us, themselves, there]",0.075,0.036,0.11146971179505427
3,https://insights.blackcoffer.com/will-machine-replace-the-human-in-the-future-of-work/,Will Machine Replace The Human in the Future of Work?,914,9.621052631578948,5786,6.330415754923414,2263,689,95.0,9.621052631578948,0.7538293216630197,4.149952781296787,0.487386691591237,"[Anything, that, Nothing, There, our, they, This, us, what, What, we, ourselves, us, ’s, what, This, There, there, that, There, themselves, you, that, you, that, we, which, what, This, them, another, what, we, this, our, what, it, you, what, we, what, what, it, ’s, what, This, This, This, it, it, that, It, This, it, this, we, it, that, its, This, we, this, It, that, itself, it, it, it, you, what, we, this, we, that, It, its, it, This, its, they, They, their, that, that, What, it, it, that, her, That, what, it, It, It, we, This, we, this, there, that, them, they, we, what, we, our, that, There, that, its, our, our, we, it, we, we, it]",0.145,0.044,0.14205028276997975
4,https://insights.blackcoffer.com/will-ai-replace-us-or-work-with-us/,Will AI Replace Us or Work With Us?,1010,12.784810126582279,6696,6.629702970297029,2502,735,79.0,12.784810126582279,0.7277227722772277,5.4050131595438025,0.5091386995357584,"[it, us, anything, it, they, which, It, that, our, We, its, it, They, It, It, some, that, we, these, it, we, there, that, they, it, we, we, he, his, he, his, his, us, us, it, we, all, these, them, it, who, what, this, it, they, they, that, we, We, them, It, their, its, its, its, they, they, they, they, it, they, This, it, it, this, We, which, us, We, its, which, their, that, its, them, This, you, that, There, that, that, that, it, which, their, which, that, it, what, that, which, this, This, us, their, It, us, ourselves, our, that, there, Some, what, they, they]",0.147,0.05,0.05317796664120197
5,https://insights.blackcoffer.com/man-and-machines-together-machines-are-more-diligent-than-humans-blackcoffe/,Will machine replace the human in the future of work?,702,10.96875,4719,6.722222222222222,1779,517,64.0,10.96875,0.7364672364672364,4.682086894586894,0.4533339508339509,"[us, it, it, You, that, them, I, I, it, what, that, we, we, we, these, They, which, these, that, they, them, it, which, them, our, its, their, they, all, it, its, it, its, they, which, it, they, that, it, it, all, us, they, it, them, they, Which, this, those, that, it, our, that, it, I, our, We, our, what, they, our, it, us, who, what, you, me, I, my, it, my, Our, it, our, we, our, I, we, our, we, My, they, this, you, your, you, you, we, everything, they, all, our, they, theirs, we, our, This, We, our, our, they, our]",0.163,0.039,0.12108208858208855
6,https://insights.blackcoffer.com/in-future-or-in-upcoming-years-humans-and-machines-are-going-to-work-together-in-every-field-of-work/,How humans and machines are evolving to work together?,421,9.355555555555556,2778,6.598574821852732,1051,310,45.0,9.355555555555556,0.7363420427553444,4.036759039324361,0.41690760929891363,"[which, he, there, that, They, our, their, we, which, we, that, What, you, they, which, their, It, it, it, their, They, our, us, our, it, which, us, there, that, This, we, that, that, we, our, we, them]",0.102,0.025,0.14694743662134965
7,https://insights.blackcoffer.com/how-machine-learning-will-affect-your-business/,How machine learning will affect your business?,408,11.333333333333334,2549,6.247549019607843,937,285,36.0,11.333333333333334,0.6985294117647058,4.812745098039216,0.5664366057671143,"[there, their, which, we, we, everything, they, all, that, all, that, its, all, your, your, that, it, There, that, me, what, it, you, you, you, it, you, you, it, you, your, you, you, each, your, they, You, it, it, it, you, they, they, those, this, you, you, Your, it, your, you, you, your, This, it, your, That, you, that, it, it]",0.163,0.057,0.19017686550737403
8,https://insights.blackcoffer.com/deep-learning-impact-on-areas-of-e-learning/,Deep learning impact on areas of e-learning?,1221,15.074074074074074,7913,6.480753480753481,3113,931,81.0,15.074074074074074,0.7624897624897625,6.334625534625535,0.5311564854898188,"[its, It, which, that, its, that, It, you, your, your, some, which, that, that, your, your, There, which, some, your, your, some, our, it, that, It, we, it, I, there, their, that, there, they, they, their, that, There, that, which, There, itself, who, there, that, There, we, which, there, that, that, anyone, which, it, A, I, it, There, it, that, you, it, You, it, that, which, We, it, We, you, you, you, they, their, it, that, It, your, there, that, you, your, that, what, your, you, your, it, those, your, your, you, that, your, you, you, your, I, you, your, that, you, that, it, This, it, your, it, your, you, your, your, you, you, your, some, that, you, it, you, your, it, your, you, it, we, it, I, we, anything, us]",0.147,0.046,0.1685887445887446
9,https://insights.blackcoffer.com/how-to-protect-future-data-and-its-privacy-blackcoffer/,How to protect future data and its privacy?,1177,11.317307692307692,7751,6.585386576040782,2907,880,104.0,11.317307692307692,0.7476635514018691,4.8259884974838245,0.4650923740095715,"[it, YOUR, your, it, anyone, that, it, that, Those, your, you, your, which, which, your, your, this, your, you, your, this, the, it, you, your, you, you, you, it, your, it, your, it, your, your, It, it, your, your, you, your, them, you, your, you, it, they, that, your, your, you, it, you, it, It, your, your, your, you, that, your, your, it, your, This, your, they, you, who, your, you, your, it, your, your, it, your, you, your, it, your, it, your, it, your, they, your, they, your, those, you, your, your, your, your, your, you, What, we, you, your, the, it, these, your, your, your, it, you, your, your, your, it, your, your, that, it, it, Your, they, all, your, your, that, it, your, your, it, you, your, your, It, your, your, your, you, your, your, It, you, it, you, your, you, you, it, there, it, you, some, your, you, your, your, it, someone, who, what, they, your, your, it, there, you, your, you, them, your, they, your, you, your, you, That, it, your, those, you, your, you, your, you, them, your, they, your, you, it, your]",0.119,0.096,0.11627650481153669
